,animal_id,name,datetime,monthyear,date_of_birth,outcome_type,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,outcome_subtype
741,A709678,Princess,2015-08-14 11:20:00,2015-08-14T11:20:00.000,2015-02-12T00:00:00.000,Return to Owner,Dog,Spayed Female,6 months,Australian Cattle Dog/Pembroke Welsh Corgi,Tan/White,
742,A832994,,2021-04-26 12:40:00,2021-04-26T12:40:00.000,2020-03-22T00:00:00.000,Transfer,Dog,Intact Male,1 year,Cairn Terrier Mix,Gray/White,Partner
743,A819091,Rooster,2020-06-23 11:25:00,2020-06-23T11:25:00.000,2019-06-22T00:00:00.000,Transfer,Dog,Intact Male,1 year,Chihuahua Shorthair,Fawn,Partner
744,A777939,,2018-08-09 13:37:00,2018-08-09T13:37:00.000,2017-08-06T00:00:00.000,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie,Partner
745,A775716,,2018-08-07 15:43:00,2018-08-07T15:43:00.000,2018-07-02T00:00:00.000,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,Partner
746,A791462,Zeus,2019-04-04 18:26:00,2019-04-04T18:26:00.000,2017-03-26T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Boxer,Tan/White,
747,A787654,Pepper,2019-03-11 00:00:00,2019-03-11T00:00:00.000,2017-01-17T00:00:00.000,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,Partner
748,A738333,Lady Bug,2016-11-15 00:00:00,2016-11-15T00:00:00.000,2012-11-13T00:00:00.000,Transfer,Dog,Spayed Female,4 years,Basset Hound/Pointer,Chocolate/White,Partner
749,A715154,,2015-11-01 13:43:00,2015-11-01T13:43:00.000,2015-10-17T00:00:00.000,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black,Partner
750,A738370,*Ava,2016-11-18 11:42:00,2016-11-18T11:42:00.000,2009-11-13T00:00:00.000,Adoption,Dog,Spayed Female,7 years,Schipperke Mix,Black,
751,A753537,Bronx,2021-06-26 13:42:00,2021-06-26T13:42:00.000,2017-06-14T00:00:00.000,Adoption,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Brown Tabby/White,
752,A732797,Roxy,2016-08-17 17:49:00,2016-08-17T17:49:00.000,2016-05-22T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Pit Bull Mix,Blue/White,
753,A631093,Chugar,2018-09-02 16:23:00,2018-09-02T16:23:00.000,2012-02-01T00:00:00.000,Adoption,Dog,Spayed Female,6 years,Pit Bull Mix,White/Brown,
754,A828663,*Dutch,2021-03-11 13:49:00,2021-03-11T13:49:00.000,2019-01-22T00:00:00.000,Adoption,Dog,Neutered Male,2 years,German Shepherd Mix,Brown,
755,A743072,Daisy,2017-02-07 17:02:00,2017-02-07T17:02:00.000,2013-02-03T00:00:00.000,Transfer,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Tan/White,Partner
756,A709084,Mr. Softie,2015-09-01 17:51:00,2015-09-01T17:51:00.000,2008-08-04T00:00:00.000,Transfer,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Blue,Partner
757,A839344,*Floretta,2021-08-27 17:58:00,2021-08-27T17:58:00.000,2021-04-20T00:00:00.000,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair,Black,
758,A764567,,2018-01-03 14:01:00,2018-01-03T14:01:00.000,2016-01-02T00:00:00.000,Died,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby,In Kennel
759,A813202,Kai,2020-02-15 16:28:00,2020-02-15T16:28:00.000,2017-08-06T00:00:00.000,Adoption,Dog,Neutered Male,2 years,German Shepherd/Alaskan Husky,White/Tan,
760,A799677,Glory,2019-07-17 13:43:00,2019-07-17T13:43:00.000,2018-12-24T00:00:00.000,Transfer,Dog,Intact Female,6 months,Welsh Terrier,Black,Partner
761,A769611,*Ginger,2018-05-05 14:32:00,2018-05-05T14:32:00.000,2015-04-07T00:00:00.000,Adoption,Dog,Spayed Female,3 years,Rat Terrier Mix,Tan/White,
762,A780227,*Dakota,2018-09-18 14:31:00,2018-09-18T14:31:00.000,2017-09-11T00:00:00.000,Transfer,Dog,Intact Female,1 year,Chihuahua Shorthair,Red,Partner
763,A794895,,2019-05-17 16:03:00,2019-05-17T16:03:00.000,2019-02-26T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,Gray Tabby/White,
764,A856357,*Manon,2022-06-09 09:08:00,2022-06-09T09:08:00.000,2022-03-27T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Black,Foster
765,A782492,Bear,2018-10-21 18:28:00,2018-10-21T18:28:00.000,2014-01-08T00:00:00.000,Transfer,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black,Snr
766,A851208,Maisy,2023-06-13 17:07:00,2023-06-13T17:07:00.000,2018-02-08T00:00:00.000,Adoption,Dog,Spayed Female,5 years,Pit Bull Mix,Fawn/White,
767,A780251,Roman,2018-09-12 14:25:00,2018-09-12T14:25:00.000,2017-09-12T00:00:00.000,Return to Owner,Dog,Intact Male,1 year,Staffordshire Mix,Blue/White,
768,A791983,*Spice,2019-07-09 19:09:00,2019-07-09T19:09:00.000,2019-04-01T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,
769,A772665,Groot,2018-05-26 14:21:00,2018-05-26T14:21:00.000,2017-12-04T00:00:00.000,Adoption,Dog,Intact Male,5 months,Anatol Shepherd/Great Pyrenees,Cream/Black,
770,A650850,Mili,2015-10-16 12:14:00,2015-10-16T12:14:00.000,2013-02-13T00:00:00.000,Transfer,Dog,Intact Female,2 years,Pomeranian/Chihuahua Shorthair,Buff,Partner
771,A796159,Bunny,2019-06-28 12:16:00,2019-06-28T12:16:00.000,2009-05-29T00:00:00.000,Transfer,Dog,Spayed Female,10 years,Labrador Retriever/German Shepherd,Black/Tan,Partner
772,A627576,Miles,2015-02-14 12:25:00,2015-02-14T12:25:00.000,2012-04-04T00:00:00.000,Transfer,Dog,Neutered Male,2 years,Labrador Retriever Mix,Brown,Partner
773,A792559,*Giulia,2019-06-29 17:22:00,2019-06-29T17:22:00.000,2019-04-10T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Orange Tabby/White,
774,A881929,Olive,2023-06-13 17:33:00,2023-06-13T17:33:00.000,2021-05-29T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Chow Chow Mix,Black,
775,A766118,,2018-02-05 19:03:00,2018-02-05T19:03:00.000,2016-02-02T00:00:00.000,Transfer,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby,Snr
776,A831674,,2021-03-31 18:07:00,2021-03-31T18:07:00.000,2019-03-31T00:00:00.000,Euthanasia,Other,Unknown,2 years,Bat,Brown,Rabies Risk
777,A681575,Sandy,2014-07-13 14:26:00,2014-07-13T14:26:00.000,2014-05-13T00:00:00.000,Adoption,Dog,Spayed Female,1 month,Labrador Retriever/Blue Lacy,Tricolor,
778,A882686,A882686,2023-06-13 17:02:00,2023-06-13T17:02:00.000,2023-03-08T00:00:00.000,Adoption,Dog,Neutered Male,3 months,Queensland Heeler Mix,Blue Tick/Tricolor,
779,A761383,*Charlie,2017-11-23 15:07:00,2017-11-23T15:07:00.000,2017-10-12T00:00:00.000,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White,Partner
780,A803143,Aria,2019-09-01 17:00:00,2019-09-01T17:00:00.000,2019-06-28T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Black,
781,A772223,,2018-05-26 16:24:00,2018-05-26T16:24:00.000,2018-03-16T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby,
782,A685080,Rossco,2015-05-30 17:55:00,2015-05-30T17:55:00.000,2013-08-14T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Border Collie Mix,Black,
783,A672471,,2014-02-10 19:20:00,2014-02-10T19:20:00.000,2012-02-10T00:00:00.000,Euthanasia,Other,Unknown,2 years,Raccoon,Brown/Black,Rabies Risk
784,A699227,*Caitlyn,2015-08-25 09:45:00,2015-08-25T09:45:00.000,2015-03-23T00:00:00.000,Adoption,Cat,Spayed Female,5 months,Domestic Medium Hair Mix,Cream Tabby/White,Foster
785,A845878,*Bruce,2022-01-19 15:25:00,2022-01-19T15:25:00.000,2021-10-05T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair,Blue,Foster
786,A601482,Pepe,2014-06-03 14:25:00,2014-06-03T14:25:00.000,2008-05-20T00:00:00.000,Return to Owner,Dog,Neutered Male,6 years,Chow Chow/Australian Cattle Dog,Tan/Black,
787,A844711,Tiny,2021-10-20 19:07:00,2021-10-20T19:07:00.000,2019-10-16T00:00:00.000,Return to Owner,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Brown/White,
788,A801121,Precious,2019-08-03 17:09:00,2019-08-03T17:09:00.000,2018-01-31T00:00:00.000,Transfer,Cat,Intact Female,1 year,Domestic Shorthair,Torbie,Partner
789,A772366,Osiris,2018-06-24 18:47:00,2018-06-24T18:47:00.000,2016-05-18T00:00:00.000,Return to Owner,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White,
790,A724463,,2016-04-18 13:06:00,2016-04-18T13:06:00.000,2016-04-12T00:00:00.000,Transfer,Cat,Unknown,6 days,Domestic Medium Hair Mix,Gray/Tortie,Partner
791,A765537,Godzilla,2018-07-02 17:22:00,2018-07-02T17:22:00.000,2014-01-22T00:00:00.000,Adoption,Cat,Neutered Male,4 years,Domestic Longhair Mix,White/Brown Tabby,Foster
792,A698266,Pee Wee,2015-03-14 12:18:00,2015-03-14T12:18:00.000,2009-03-12T00:00:00.000,Transfer,Dog,Spayed Female,6 years,Miniature Schnauzer Mix,Brown/White,Partner
793,A823108,,2020-09-17 10:22:00,2020-09-17T10:22:00.000,2019-09-16T00:00:00.000,Euthanasia,Other,Unknown,1 year,Bat,Brown,Rabies Risk
794,A710134,*Eddie,2015-08-30 00:00:00,2015-08-30T00:00:00.000,2014-03-18T00:00:00.000,Transfer,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Black,Partner
795,A843623,Breaux,2021-10-13 17:05:00,2021-10-13T17:05:00.000,2017-10-04T00:00:00.000,Return to Owner,Dog,Intact Male,4 years,Pit Bull Mix,Tan/White,
796,A714862,*Peachy,2015-11-28 18:27:00,2015-11-28T18:27:00.000,2015-08-02T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White,
797,A676765,*Newton,2014-04-21 13:17:00,2014-04-21T13:17:00.000,2012-04-14T00:00:00.000,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black,Partner
798,A691584,Luke,2015-10-13 11:37:00,2015-10-13T11:37:00.000,2012-11-06T00:00:00.000,Transfer,Dog,Neutered Male,2 years,Labrador Retriever Mix,Tan/White,Partner
799,A700633,*Cole,2015-04-26 16:02:00,2015-04-26T16:02:00.000,2014-04-17T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Italian Greyhound/Chihuahua Shorthair,Black,
800,A811089,,2020-01-02 10:49:00,2020-01-02T10:49:00.000,2017-12-27T00:00:00.000,Transfer,Cat,Intact Female,2 years,Domestic Shorthair,Torbie,Snr
801,A347684,Ruby,2014-07-26 19:03:00,2014-07-26T19:03:00.000,2001-05-23T00:00:00.000,Return to Owner,Dog,Spayed Female,13 years,Chihuahua Shorthair,Black/Red,
802,A763214,*Brady,2017-12-26 13:11:00,2017-12-26T13:11:00.000,2017-06-05T00:00:00.000,Adoption,Dog,Neutered Male,6 months,Labrador Retriever Mix,Black/White,
803,A755878,Eli,2017-08-14 16:54:00,2017-08-14T16:54:00.000,2016-08-10T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Rat Terrier Mix,Black/White,
804,A796721,,2019-06-04 16:58:00,2019-06-04T16:58:00.000,2018-09-04T00:00:00.000,Euthanasia,Other,Unknown,8 months,Bat,Black/Brown,Rabies Risk
805,A841836,Shaggy,2021-09-14 14:52:00,2021-09-14T14:52:00.000,2012-08-03T00:00:00.000,Adoption,Dog,Neutered Male,9 years,Chihuahua Shorthair/Dachshund,White/Black,
806,A752038,Danger,2017-06-23 13:54:00,2017-06-23T13:54:00.000,2017-04-17T00:00:00.000,Return to Owner,Dog,Intact Male,2 months,Dachshund/Chihuahua Shorthair,Black/Tan,
807,A863893,Logan,2022-09-26 12:49:00,2022-09-26T12:49:00.000,2022-06-17T00:00:00.000,Adoption,Dog,Neutered Male,3 months,Pointer Mix,White/Black,
808,A815925,Stitch,2020-04-09 12:04:00,2020-04-09T12:04:00.000,2009-03-30T00:00:00.000,Return to Owner,Dog,Intact Male,11 years,Chihuahua Shorthair,Tan,
809,A794195,Bentley,2019-05-08 17:43:00,2019-05-08T17:43:00.000,2019-02-04T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Siamese Mix,Flame Point,
810,A769997,*Chewy,2018-06-19 13:43:00,2018-06-19T13:43:00.000,2018-04-13T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Yorkshire Terrier/Norfolk Terrier,Black/Brown,Foster
811,A687278,,2014-09-04 17:06:00,2014-09-04T17:06:00.000,2014-08-02T00:00:00.000,Transfer,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby,Partner
812,A832316,*Cody,2021-04-22 11:01:00,2021-04-22T11:01:00.000,2019-04-11T00:00:00.000,Transfer,Other,Intact Male,2 years,Guinea Pig,White/Brown,Partner
813,A782755,Indigo,2018-10-25 19:22:00,2018-10-25T19:22:00.000,2018-08-05T00:00:00.000,Adoption,Dog,Spayed Female,2 months,American Pit Bull Terrier Mix,Blue/White,
814,A803849,*Patch,2019-09-14 13:29:00,2019-09-14T13:29:00.000,2019-07-07T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Dalmatian,White,
815,A796658,,2019-07-13 06:46:00,2019-07-13T06:46:00.000,2019-06-01T00:00:00.000,Transfer,Dog,Intact Female,1 month,American Staffordshire Terrier Mix,Sable/White,Partner
816,A684202,,2014-07-27 12:08:00,2014-07-27T12:08:00.000,2014-07-05T00:00:00.000,Return to Owner,Dog,Intact Female,3 weeks,Pit Bull Mix,Red/White,
817,A883174,,2023-06-13 18:33:00,2023-06-13T18:33:00.000,2023-06-07T00:00:00.000,Transfer,Cat,Unknown,6 days,Domestic Shorthair,Gray Tabby,Partner
818,A668550,*Pushkin,2013-12-20 12:51:00,2013-12-20T12:51:00.000,2012-12-04T00:00:00.000,Transfer,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby,Partner
819,A671995,Lilly,2014-02-09 19:02:00,2014-02-09T19:02:00.000,2013-02-02T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/White,
820,A782948,,2018-10-28 13:57:00,2018-10-28T13:57:00.000,2018-08-08T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Anatol Shepherd Mix,Tricolor/White,
821,A793031,Violet,2019-04-18 18:31:00,2019-04-18T18:31:00.000,2013-04-18T00:00:00.000,Return to Owner,Dog,Spayed Female,6 years,Pit Bull Mix,Blue/White,
822,A824893,Blaze,2020-10-23 11:11:00,2020-10-23T11:11:00.000,2020-02-22T00:00:00.000,Return to Owner,Cat,Neutered Male,8 months,Domestic Shorthair,Orange Tabby/White,
823,A775250,*Bentley,2019-05-12 15:22:00,2019-05-12T15:22:00.000,2018-02-28T00:00:00.000,Return to Owner,Dog,Neutered Male,1 year,Alaskan Malamute/German Shepherd,Black/White,
824,A609226,Swisher,2014-02-17 17:05:00,2014-02-17T17:05:00.000,2009-09-05T00:00:00.000,Return to Owner,Dog,Neutered Male,4 years,Boxer Mix,Tan/White,
825,A642126,Lalo,2014-12-07 12:12:00,2014-12-07T12:12:00.000,2012-01-18T00:00:00.000,Return to Owner,Dog,Neutered Male,2 years,Border Terrier Mix,Gray/White,
826,A684437,*Macaroni,2014-07-29 17:42:00,2014-07-29T17:42:00.000,2014-05-12T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Miniature Schnauzer/Miniature Poodle,White/Buff,
827,A813191,Twitch,2020-07-30 16:17:00,2020-07-30T16:17:00.000,2014-05-12T00:00:00.000,Rto-Adopt,Dog,Neutered Male,6 years,Pit Bull,Chocolate/White,
828,A684993,*Belle,2014-08-03 15:36:00,2014-08-03T15:36:00.000,2014-03-07T00:00:00.000,Transfer,Dog,Intact Female,4 months,Catahoula/German Shepherd,Brown/White,Partner
829,A882078,Kaminski,2023-06-13 18:22:00,2023-06-13T18:22:00.000,2023-03-03T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Russian Blue,Blue,
830,A724021,Diesel,2018-10-26 15:02:00,2018-10-26T15:02:00.000,2015-08-10T00:00:00.000,Return to Owner,Dog,Neutered Male,3 years,Australian Kelpie/German Shepherd,Black/Tricolor,
831,A883173,,2023-06-13 18:33:00,2023-06-13T18:33:00.000,2023-06-07T00:00:00.000,Transfer,Cat,Unknown,6 days,Domestic Shorthair,Gray Tabby,Partner
832,A800970,,2019-08-03 00:00:00,2019-08-03T00:00:00.000,2019-05-18T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Norfolk Terrier,Tan,
833,A855780,*Sugar Ray,2022-05-10 18:41:00,2022-05-10T18:41:00.000,2019-04-22T00:00:00.000,Adoption,Cat,Neutered Male,3 years,Domestic Shorthair,White/Brown Tabby,
834,A823663,*Fig,2020-10-06 11:40:00,2020-10-06T11:40:00.000,2020-01-28T00:00:00.000,Transfer,Dog,Intact Female,8 months,Australian Cattle Dog Mix,Fawn,Partner
835,A813613,*Kaapo,2020-03-14 12:10:00,2020-03-14T12:10:00.000,2018-02-14T00:00:00.000,Adoption,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue,
836,A730163,Pepper,2016-06-29 17:26:00,2016-06-29T17:26:00.000,2008-06-29T00:00:00.000,Return to Owner,Dog,Spayed Female,8 years,Labrador Retriever Mix,Black/White,
837,A757995,,2017-09-10 10:13:00,2017-09-10T10:13:00.000,2017-08-26T00:00:00.000,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Seal Point,Partner
838,A829248,,2021-03-04 09:09:00,2021-03-04T09:09:00.000,2020-09-09T00:00:00.000,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Blue/White,Foster
839,A721659,Milshake,2016-03-02 12:16:00,2016-03-02T12:16:00.000,2015-12-10T00:00:00.000,Transfer,Other,Intact Female,2 months,Guinea Pig Mix,Chocolate/White,Partner
840,A675675,,2014-07-26 14:31:00,2014-07-26T14:31:00.000,2014-03-03T00:00:00.000,Adoption,Cat,Spayed Female,4 months,Snowshoe Mix,Chocolate Point,Foster
841,A880165,,2023-05-08 08:36:00,2023-05-08T08:36:00.000,2021-05-05T00:00:00.000,Transfer,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby,Snr
842,A682683,*Nadia,2014-07-16 17:44:00,2014-07-16T17:44:00.000,2014-05-17T00:00:00.000,Adoption,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Black/White,
843,A725727,*Lucinda,2016-05-10 18:36:00,2016-05-10T18:36:00.000,2016-01-02T00:00:00.000,Adoption,Dog,Spayed Female,4 months,Pit Bull Mix,Tan/White,
844,A711540,,2015-09-13 18:56:00,2015-09-13T18:56:00.000,2014-09-08T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Pomeranian Mix,Red/Tan,
845,A851782,Cilantro,2022-03-12 16:10:00,2022-03-12T16:10:00.000,2021-05-18T00:00:00.000,Adoption,Dog,Neutered Male,9 months,Great Pyrenees/Australian Cattle Dog,Black/White,
846,A808560,*Granny Smith,2019-11-13 11:54:00,2019-11-13T11:54:00.000,2019-09-25T00:00:00.000,Transfer,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,Partner
847,A842521,,2021-09-23 17:24:00,2021-09-23T17:24:00.000,2021-07-17T00:00:00.000,Adoption,Dog,Neutered Male,2 months,German Shepherd,Black/Brown,
848,A838089,,2021-07-02 17:00:00,2021-07-02T17:00:00.000,2021-06-02T00:00:00.000,Transfer,Cat,Intact Male,4 weeks,Domestic Medium Hair,White/Orange,Partner
849,A843860,China,2021-10-08 17:15:00,2021-10-08T17:15:00.000,2020-04-07T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Miniature Schnauzer Mix,Gray/Tan,
850,A864870,*Monaka,2022-10-05 15:17:00,2022-10-05T15:17:00.000,2022-05-01T00:00:00.000,Adoption,Cat,Spayed Female,5 months,Domestic Shorthair,White/Black,
851,A757442,*Emma,2017-09-07 13:04:00,2017-09-07T13:04:00.000,2017-05-17T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue,
852,A779481,Akira,2018-09-09 17:21:00,2018-09-09T17:21:00.000,2018-03-09T00:00:00.000,Adoption,Dog,Spayed Female,6 months,Whippet Mix,Brown/White,
853,A840956,A840956,2021-08-20 17:33:00,2021-08-20T17:33:00.000,2021-03-10T00:00:00.000,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black,
854,A752368,Elliot,2017-06-25 17:16:00,2017-06-25T17:16:00.000,2017-04-26T00:00:00.000,Adoption,Dog,Neutered Male,1 month,Labrador Retriever Mix,Black/White,
855,A679201,,2014-05-17 14:47:00,2014-05-17T14:47:00.000,2014-04-25T00:00:00.000,Transfer,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Black/White,Partner
856,A691670,Ranger,2014-11-23 16:50:00,2014-11-23T16:50:00.000,2014-03-07T00:00:00.000,Adoption,Dog,Neutered Male,8 months,Border Collie Mix,Black/White,
857,A786762,*Pumba,2019-01-13 17:41:00,2019-01-13T17:41:00.000,2017-01-01T00:00:00.000,Adoption,Dog,Neutered Male,2 years,American Pit Bull Terrier Mix,Brown,
858,A758879,Luna,2019-12-21 11:46:00,2019-12-21T11:46:00.000,2015-09-23T00:00:00.000,Adoption,Dog,Spayed Female,4 years,Labrador Retriever Mix,Tan/White,
859,A794662,Sam,2022-01-27 12:41:00,2022-01-27T12:41:00.000,2016-05-10T00:00:00.000,Adoption,Cat,Neutered Male,5 years,Domestic Shorthair,Brown Tabby/White,Foster
860,A668733,Gypsy,2013-12-09 17:16:00,2013-12-09T17:16:00.000,2012-12-08T00:00:00.000,Return to Owner,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle/White,
861,A730602,*Link,2016-07-16 13:16:00,2016-07-16T13:16:00.000,2015-09-07T00:00:00.000,Adoption,Dog,Neutered Male,10 months,Labrador Retriever Mix,Brown/Tan,
862,A664931,Chester,2014-12-04 15:43:00,2014-12-04T15:43:00.000,2012-10-11T00:00:00.000,Return to Owner,Dog,Neutered Male,2 years,Rat Terrier Mix,White/Brown,
863,A680005,Biscuit,2014-06-01 18:16:00,2014-06-01T18:16:00.000,2014-03-29T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Australian Kelpie Mix,Tan/Black,
864,A868329,Bon Bon,2022-11-19 17:08:00,2022-11-19T17:08:00.000,2022-09-01T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Border Collie Mix,Black/White,
865,A808227,*Romano,2019-12-03 14:26:00,2019-12-03T14:26:00.000,2018-05-06T00:00:00.000,Transfer,Dog,Intact Male,1 year,Dalmatian Mix,White/Black,Partner
866,A758739,,2017-09-28 18:38:00,2017-09-28T18:38:00.000,2015-09-21T00:00:00.000,Transfer,Cat,Unknown,2 years,Domestic Shorthair Mix,Brown Tabby/White,Snr
867,A729191,*Mr. Jones,2016-07-17 17:13:00,2016-07-17T17:13:00.000,2016-05-14T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,
868,A695215,*August,2015-08-01 12:30:00,2015-08-01T12:30:00.000,2013-01-11T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,
869,A875438,Leola,2023-03-07 18:54:00,2023-03-07T18:54:00.000,2022-07-27T00:00:00.000,Adoption,Dog,Spayed Female,7 months,German Shepherd,Brown/Black,
870,A724653,,2016-04-20 13:27:00,2016-04-20T13:27:00.000,2016-04-15T00:00:00.000,Transfer,Cat,Unknown,5 days,Domestic Shorthair Mix,Orange Tabby,Partner
871,A802576,*Ramen,2019-08-27 11:23:00,2019-08-27T11:23:00.000,2018-02-20T00:00:00.000,Transfer,Dog,Intact Male,1 year,Pit Bull,Blue/White,Partner
872,A795782,Maya,2019-05-29 15:24:00,2019-05-29T15:24:00.000,2018-05-24T00:00:00.000,Return to Owner,Dog,Intact Female,1 year,Chihuahua Shorthair,Cream,
873,A788817,*Latte,2021-06-17 10:29:00,2021-06-17T10:29:00.000,2018-04-09T00:00:00.000,Adoption,Dog,Spayed Female,3 years,Staffordshire Mix,Fawn/White,
874,A745755,Maya,2017-03-23 17:24:00,2017-03-23T17:24:00.000,2016-02-23T00:00:00.000,Return to Owner,Dog,Intact Female,1 year,Labrador Retriever Mix,Black/White,
875,A738723,*Celene,2016-12-09 09:20:00,2016-12-09T09:20:00.000,2016-10-11T00:00:00.000,Adoption,Cat,Spayed Female,1 month,Domestic Shorthair,Tortie,Foster
876,A809787,Banjo,2020-02-07 18:15:00,2020-02-07T18:15:00.000,2019-02-01T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Australian Cattle Dog,Red/White,Foster
877,A718888,*Pearl,2016-01-13 16:30:00,2016-01-13T16:30:00.000,2015-07-09T00:00:00.000,Adoption,Dog,Spayed Female,6 months,German Shepherd Mix,Black/Tan,
878,A727613,,2016-06-30 17:15:00,2016-06-30T17:15:00.000,2016-03-23T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Torbie,
879,A794469,,2019-05-22 16:28:00,2019-05-22T16:28:00.000,2019-04-02T00:00:00.000,Transfer,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,Partner
880,A806106,Gato,2019-10-14 16:02:00,2019-10-14T16:02:00.000,2015-10-05T00:00:00.000,Return to Owner,Cat,Neutered Male,4 years,Domestic Shorthair,Gray,
881,A848813,*Lucas,2022-02-01 16:19:00,2022-02-01T16:19:00.000,2019-12-28T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Pit Bull Mix,White/Black,
882,A840160,*Lily,2021-08-07 15:27:00,2021-08-07T15:27:00.000,2021-07-03T00:00:00.000,Euthanasia,Cat,Intact Female,5 weeks,Domestic Medium Hair,Black,Suffering
883,A679302,*Austin,2014-05-25 11:29:00,2014-05-25T11:29:00.000,2013-05-19T00:00:00.000,Transfer,Dog,Neutered Male,1 year,Chihuahua Shorthair/Dachshund Wirehair,Tan,Partner
884,A798956,Lola,2019-08-12 16:01:00,2019-08-12T16:01:00.000,2019-05-02T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,
885,A821281,Buster,2020-08-17 00:00:00,2020-08-17T00:00:00.000,2012-08-07T00:00:00.000,Transfer,Dog,Neutered Male,8 years,Basset Hound/Beagle,Tricolor,Partner
886,A677296,*Salliemae,2014-05-03 14:03:00,2014-05-03T14:03:00.000,2007-04-23T00:00:00.000,Adoption,Dog,Spayed Female,7 years,Rottweiler/Labrador Retriever,Black/Tan,
887,A770585,Shiner,2018-08-06 13:03:00,2018-08-06T13:03:00.000,2017-04-22T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White,
888,A783913,Angelina,2018-11-11 14:49:00,2018-11-11T14:49:00.000,2017-05-08T00:00:00.000,Return to Owner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby,
